G-word,E-word,WdNum,VAL_Mean,VAL_SD,ARO_Mean_(ANEW),ARO_SD_(ANEW),ARO_Mean_(BAWL),ARO_SD_(BAWL),DOM_Mean,DOM_SD,POT_Mean,POT_SD,IMA_MEAN,IMA_SD,freq_Leipzig,freq_SUBTLEX,#_letters,#_syllables,word_class,N_orth,HFN,NF_MAX,F_SUM
Taucher,diver,510,0.29,0.61,3.68,1.92,2.27,0.96,4.81,1.23,4.5,1.69,6,1.45,175,1.61,7,2,S,2,2,30.17,35.17
Hund,dog,511,1.13,1.02,4.05,2.01,2.6,1.01,5.69,1.86,4.53,1.75,6.29,1.31,1248,135.48,4,1,S,10,4,471.67,944
erotisch,erotic,512,1.33,1.4,6.65,1.98,4,0.94,6.25,1.74,6.4,1.32,4.2,1.74,62,1.14,8,3,A,1,1,2.67,2.67
Feuerwerk,fireworks,513,1.8,0.71,6.2,1.44,4.04,0.84,4.69,1.57,6.5,1.58,6.25,1.21,9,8.94,9,3,S,0,0,0,0
Essen,food,514,2.36,0.81,4.75,1.68,2.09,1.14,6.56,1.61,5.55,0.82,5.65,1.23,1145,0,5,2,S,2,2,21.17,21.83
Turner,gymnast,515,0.07,0.62,5.05,1.76,2.38,1.02,5,1.37,4.68,1.75,6,1.03,317,13.07,6,2,S,1,0,4,4
Verblendung,infatuation,516,-1.28,1.02,6.35,1.31,3.36,0.76,4,1.45,6.6,1.07,2.95,1.88,695,0.16,11,2,S,1,0,1.5,1.5
Kätzchen,kitten,517,1.4,0.91,3.65,1.81,2.27,0.96,7.13,2.18,3.25,1.85,6.6,0.82,36,10.28,8,2,S,3,0,0.67,0.67
Löwe,lion,518,0.36,1.81,6.05,1.64,4.05,1.17,4.13,2.17,6,1.75,6.32,1.04,196,5.51,4,2,S,1,0,7.17,7.17
Wollust,lust,519,2.1,0.88,7,1.45,3.67,1.03,5.56,1.67,7,1.41,3.33,1.8,21,0.79,7,2,S,0,0,0,0
nackt,nude,520,0.8,1.03,6.1,1.8,3.84,1.01,5.5,1.87,5.73,1.95,6,1,348,33.31,5,1,A,1,1,159.33,159.33
draußen,outdoors,521,0.92,1.08,4.65,1.6,2.72,0.94,5.31,1.45,5,1.83,3.65,1.63,2465,265.88,7,3,A,0,0,0,0
Eule,owl,522,0.64,1.56,3.45,1.7,2.09,1.15,6,1.37,4.25,1.28,6,1.27,17,4.69,4,2,S,4,2,10.5,13.5
Crèpe,pancakes,523,1.47,0.99,4.45,1.64,2.04,0.96,6.06,1.76,3.78,1.54,5.75,2.22,0,0,5,1,S,0,0,0,0
Nudeln,pasta,524,0.67,1.05,3.5,1.93,2.15,1.12,6.25,1.53,3.98,1.76,6.3,1.26,136,10.51,6,2,S,4,1,0.33,0.33
Leute,people,525,0.75,1.29,5,1.38,2.89,1.24,5.38,1.4,5.4,1.35,4.14,1.61,9284,794.17,5,2,S,4,1,449.67,473
Pizza,pizza,526,1.36,1.08,4.25,1.65,2.54,0.9,6.69,1.41,4.8,1.59,6.65,1.14,162,25.63,5,2,S,0,0,0,0
Kaninchen,rabbit,527,1.2,0.94,3.6,1.7,2.12,1.07,6.5,1.47,3.28,1.36,6.35,1.27,192,7.99,9,3,S,0,0,0,0
Rutschbahn,rollercoaster,528,0.55,1.44,5.3,1.49,3.91,0.54,5.31,1.24,4.64,1.36,5.85,1.39,38,0.04,10,2,S,0,0,0,0
Segelboot,sailboat,529,0.93,0.8,4.1,1.65,2.19,0.98,5.44,1.96,4.35,1.39,6.9,0.31,32,1.02,9,3,S,0,0,0,0
sexy,sexy,530,1.73,1.1,6.7,1.66,3.62,1.17,5.88,1.34,5.78,1.66,4.5,1.96,205,28.74,4,2,A,0,0,0,0
Sprungschanze,skijump,531,0.27,0.9,5.2,1.7,3.91,0.7,4.5,1.66,6.09,1.22,6,1.45,27,0,13,3,S,0,0,0,0
Sonne,sun,532,2.6,0.6,4.6,2.37,2.89,1.18,4.19,2.48,5.75,2.06,6.41,1.1,2619,64.85,5,2,S,6,0,74.17,93.33
Wolken,clouds,533,0.8,1.42,2.7,1.34,2.12,0.86,4.5,2.16,3.83,1.78,6.5,0.76,636,14.57,6,2,S,5,3,1741,1742.17
Straps,garter,534,0.96,0.93,5.3,1.81,3.76,0.72,5.38,1.15,5.64,1.5,5.05,2.33,2712,0,6,2,S,0,0,0,0
Golfer,golfer,535,-0.4,0.99,3.65,1.66,2.16,0.83,5.56,1.39,4.2,1.6,6.29,0.95,112,2.28,6,2,S,0,0,0,0
Falke,hawk,536,0.56,1.09,5.05,1.61,2.62,0.98,5.31,1.67,5.24,1.61,6.35,1.39,61,2.32,5,2,S,4,1,33.17,38.17
Mann,man,537,1.2,1.03,4.75,1.55,2.39,0.78,5.25,1.5,5.97,1.65,6.56,0.73,19749,1379.19,4,1,S,4,1,1787.17,1866.5
Krankenschwester,nurse,538,0.6,0.99,4.5,1.91,2.64,1.02,5.31,1.47,5.69,1.36,6.36,0.79,228,10.28,16,4,S,0,0,0,0
Flugzeug,plane,539,0.5,1.35,5.25,1.41,3.33,1.2,4.56,1.9,6.24,1.64,6.64,0.7,1350,85.55,8,2,S,0,0,0,0
Tennis,tennis,540,0.33,0.9,4.25,1.83,2.35,1.06,5.5,1.1,4.25,1.75,5.9,1.25,995,4.96,6,2,S,1,0,0,0
Bus,bus,541,0.06,0.57,3.95,1.9,2.49,1.03,5.63,1.54,4.8,1.7,6.21,1.18,1712,51.93,3,1,S,8,3,3849.67,5605.5
weiß,white,542,0.35,0.95,3.55,1.82,2.24,0.98,5,1.12,4.05,1.92,5.71,1.76,11626,2262.49,4,1,A,5,2,1044.5,1931.83
schwarz,black,543,0.3,1.16,3.75,1.74,1.95,1.13,5.25,0.93,5.75,1.69,6.33,0.87,772,37.8,7,1,A,3,0,10.33,15.33
blau,blue,544,0.67,1.18,3.25,2.05,1.88,0.91,5.13,0.99,4.15,1.66,6.3,1.3,369,26.85,4,1,A,3,0,16.83,17.67
gelb,yellow,545,0.56,1.03,3.9,1.86,2.38,1.1,5.56,1.19,3.75,1.56,5.9,1.45,196,0,4,1,A,3,1,200.67,201
erwachsen,adult,546,0.64,0.93,3.6,1.73,2.5,0.86,5.44,1.23,5.68,1.28,3.05,1.61,344,33.35,9,3,A,0,0,0,0
Korb,basket,547,0.41,1.01,3.35,2.06,1.86,0.94,5.44,2.01,4.55,1.66,5.64,1.76,305,8.23,4,1,S,3,0,8.17,9
Toilette,bathroom,548,-0.68,1.59,4.25,1.83,2.36,1.18,5.31,1.7,5.03,1.46,5.64,1.33,313,35.99,8,3,S,0,0,0,0
Bett,bed,549,2,0.82,3.5,1.91,2.17,1.29,5.69,2.03,5.13,1.88,6.52,0.51,1346,162.41,4,1,S,10,1,122.5,192.33
Gebäude,building,550,0.64,0.81,2.95,1.76,2.45,0.69,4.75,1.57,4.78,1.66,5.76,1.14,4226,68.55,7,3,S,1,0,7.67,7.67
Auto,car,551,0.2,0.68,4.35,1.84,2.36,1.01,5.94,1.66,5.1,1.78,6.44,0.96,5585,271.7,4,2,S,0,0,0,0
Computer,computer,552,0.53,1.36,4.3,2.18,2.42,0.95,6.13,1.86,5.45,1.32,6.6,1.14,3228,72.99,8,3,S,0,0,0,0
Klippe,cliff,553,0.1,1.65,5.9,2.17,3.39,0.85,4,1.57,5.93,1.54,5.5,1.3,282,3.94,6,2,S,3,0,4,5.67
Kuh,cow,554,0.4,0.83,3.4,1.5,2.15,0.92,6,1.75,4.65,1.7,6.65,0.88,308,26.3,3,1,S,2,0,11.83,23.5
Schaufel,dustpan,555,-0.2,0.56,4.6,1.9,2.27,1.04,5.94,1.89,4.88,1.62,6.5,0.83,71,3.66,8,2,S,1,0,1.17,1.17
Gesicht,face,556,1,0.67,4.5,1.7,2.67,0.97,5.19,1.23,5.3,1.65,6.29,0.75,3559,195.05,7,2,S,3,0,106.67,197.17
Bauernhof,farm,557,1.31,1.14,3.3,1.98,1.88,0.82,5.25,1.45,4.63,1.46,6.2,0.89,220,2.28,9,3,S,0,0,0,0
Feld,field,558,0.63,0.81,2.95,1.85,2,1.02,5,0.93,4.3,1.51,5.65,1.35,2073,26.02,4,1,S,4,1,200.67,261.67
Fisch,fish,559,0.36,1.65,3.75,1.52,2.36,1.22,5.69,1.74,4.15,1.69,5.86,1.46,642,42.72,5,1,S,3,1,99.83,100.83
Gabel,fork,560,0.3,1.08,3.4,1.98,2.11,0.96,6.38,1.73,4.65,1.42,5.77,1.57,81,4.53,5,2,S,3,2,11.5,18
Föhn,hairdryer,561,0.41,1.22,4.25,1.71,2.27,0.88,6.69,1.64,4.25,1.45,5.95,1.05,21,0.51,4,1,S,0,0,0,0
Landstraße,highway,562,0.14,0.66,3.35,1.31,2.08,1.02,5.56,1.5,4.28,1.69,6.05,0.83,645,1.1,10,3,S,0,0,0,0
Haus,house,563,1.26,0.93,3.1,1.52,1.83,1.04,5,1.68,5.03,1.67,6.81,0.4,10773,406.43,4,1,S,9,0,137.5,261.5
Hydrant,hydrant,564,0.16,0.69,4.45,1.76,2.92,0.64,5.13,1.6,5,1.94,5.65,1.87,303,0.35,7,1,S,0,0,0,0
Eisen,iron,565,0.2,0.56,4.5,1.47,2.27,0.92,5.56,1.32,5.23,1.76,5.2,1.32,330,8.9,5,2,S,5,4,1952.5,2606.33
Glühlampe,lightbulb,566,0.91,0.94,3.35,1.6,2.45,0.69,5.75,2.2,4.2,1.32,6.65,0.59,9,0.04,9,3,S,0,0,0,0
Champignon,mushroom,567,0.73,1.16,3.85,2.01,2.42,1.14,6.25,2.01,4.08,1.42,6.45,1.19,1,0.16,10,3,S,0,0,0,0
Büro,office,568,-0.62,1.35,3.45,1.67,2.18,1.09,5.5,1.47,4.23,1.4,5.92,1.38,2375,127.64,4,2,S,0,0,0,0
Regen,rain,569,0.32,1.77,4.85,2.01,2.06,1,3.75,1.71,5,1.71,6.77,0.71,1535,40.28,5,2,S,13,13,1405.33,2234
rot,red,570,1,1.25,6.45,1.36,3.23,1.07,4.81,1.45,5.23,1.9,6.2,1.2,549,40.04,3,1,A,11,0,111.5,366.33
Flur,runner,571,0.06,0.44,3.7,1.72,2,0.94,4.63,1.52,4,1.75,5.35,1.6,347,13.62,4,1,S,4,3,41.5,90.67
Flur,runner,571,0.06,0.44,3.7,1.72,2,0.94,4.63,1.52,4,1.75,5.35,1.6,347,13.62,4,1,S,4,3,41.5,90.67
Firmament,sky,572,0.88,1.2,3.45,1.67,2.77,1.07,4.25,1.43,6.4,2.17,3.9,2.38,45,0.47,9,3,S,0,0,0,0
Wolkenkratzer,skyscraper,573,0.38,0.81,5.3,1.89,3.08,1.06,4.19,1.81,6.4,1.74,6.55,0.69,100,1.02,13,4,S,0,0,0,0
Raum,space,574,0.74,1.02,3.3,1.75,2.14,0.85,5.13,1.5,5,1.38,5.73,1.31,4655,88.55,4,1,S,10,9,266.5,372.67
Schnee,snow,575,1.76,1.13,3,1.49,2.06,1.06,4.69,1.84,4.48,1.85,6.73,0.83,1223,23.82,6,1,S,0,0,0,0
Schwimmer,swimmer,576,0.38,0.81,4.55,1.47,2.19,0.9,5.5,0.89,4.5,1.62,6.35,0.75,259,1.97,9,2,S,1,1,26.17,26.17
Lastwagen,truck,577,0.07,0.46,4.65,1.63,2.42,1.17,4.5,1.67,4.98,2.15,6.4,0.99,969,7.01,9,3,S,0,0,0,0
Regenschirm,umbrella,578,0.13,0.81,3.9,1.77,2.08,0.93,5.75,1.6,4.4,1.86,6.6,0.99,65,4.25,11,3,S,0,0,0,0
Geige,violin,579,1.5,1.14,4.2,2.19,2.59,1.33,5.44,1.69,4.28,1.66,6.45,0.86,194,3.31,5,2,S,4,1,2.83,6.5
Wache,watch,580,-0.7,1.26,5.1,1.65,2.32,1.06,5.56,1.57,5.72,1.43,3.55,1.63,78,31.46,5,2,A,9,4,375,665.17
Drogenabhängiger,addict,581,-1.9,1.07,7.25,1.07,2.37,0.89,4.69,2.02,5.5,3.14,5.15,1.69,310,0.43,16,1,S,0,0,0,0
Alkoholiker,alcoholic,582,-2.27,1.16,7,1.03,3.81,0.94,4.69,2.45,6.18,1.5,5.1,1.45,121,6.69,11,5,S,0,0,0,0
Bienen,bees,583,0.31,0.87,5.05,2.26,3.23,0.99,5.19,1.91,4,1.71,6.4,1.31,131,6.73,6,2,S,4,4,192.5,347.83
blutig,bloody,584,-1.8,0.79,6.6,1.5,4.35,0.75,4.25,1.55,6.63,1.15,5.67,0.5,133,3.7,6,2,A,2,0,0.33,0.33
Boxer,boxer,585,0.4,1.24,5.74,1.59,3.15,0.88,4.5,1.82,5.73,1.72,6.4,0.75,368,7.76,5,2,S,1,0,5.17,5.17
Verbrennung,burn,586,-1.8,1.47,6.95,1.19,3.96,0.77,3.38,1.95,6.5,1.3,5.25,1.59,161,1.77,11,3,S,0,0,0,0
Zelle,cell,587,-0.95,1.43,5.45,1.7,3.19,1.12,4.69,1.48,5,1.54,4.82,1.82,583,27.84,5,2,S,6,1,31,58.67
tot,dead,588,-2.5,0.85,6.9,2.1,4.17,0.92,2.38,1.37,7.2,1.52,4.78,1.56,1936,425.69,3,1,A,11,4,169.83,622.33
Zahnarzt,dentist,589,-1.5,0.85,5.3,2.03,4.12,0.78,4.13,1.65,5.35,1.42,6.44,0.53,196,8.94,8,2,S,0,0,0,0
dreckig,dirty,590,-1.13,1.22,6.25,0.85,3.08,1.2,5.63,1.73,5.25,1.56,4.71,1.38,68,10.79,7,2,A,0,0,0,0
ertrinken,drown,591,-2.2,1.21,6.85,1.93,4.23,0.71,3,1.79,6.7,1.45,4.3,1.45,39,7.56,9,3,V,1,0,1,1
Furcht,fear,592,-2.2,0.79,7.15,0.93,4.42,0.61,4.38,2.01,6.48,1.58,4.33,1.22,721,14.92,6,1,S,1,0,3.17,3.17
Gewehr,gun,593,-1.29,1.49,6.25,1.55,3.65,1.06,4.81,1.98,6.43,1.3,6.15,1.27,185,30.67,6,2,S,2,1,20.17,22.17
Gewehr,gun,593,-1.29,1.49,6.25,1.55,3.65,1.06,4.81,1.98,6.43,1.3,6.15,1.27,185,30.67,6,2,S,2,1,20.17,22.17
Schlag,hit,594,-1.6,0.84,6.3,1.13,3.62,0.86,4.13,1.58,6.8,1.29,5.63,1.21,1230,67.92,6,1,S,2,0,24.67,30
Verletzung,injury,595,-1.91,0.79,6.75,0.85,3.64,1.19,4.38,1.42,6.1,1.35,5.42,1.36,1120,8.78,10,3,S,1,0,4.33,4.33
Messer,knife,596,-0.6,1.39,6.4,1.31,3.48,1.12,5.63,2.09,6.23,1.42,6.64,0.57,884,51.07,6,2,S,2,2,130.83,179.83
Lesbe,lesbian,597,-0.06,0.89,5.45,1.64,3.28,0.7,4.88,1.61,5.9,1.27,4.91,1.6,13,4.13,5,2,S,0,0,0,0
Blitz,lightning,598,0.5,0.85,6.65,2.06,3.9,0.83,2.81,1.15,6.28,1.47,6.78,0.44,231,12.44,5,1,S,0,0,0,0
masturbieren,masturbate,599,0.73,1.83,6.5,2.12,3.88,0.91,6.56,1.27,6.44,1.26,4.95,1.67,7,2.2,12,4,V,0,0,0,0
Panik,panic,601,-1.8,1.28,7.5,1.47,4.58,0.69,3.75,1.64,7,1.55,3.77,1.82,699,34.45,5,2,S,0,0,0,0
Eiter,pus,602,-1.64,1.39,6.7,1.26,3.73,1.15,4.56,1.57,5.63,1.69,5.65,1.5,13,0.91,5,2,S,9,9,2058.33,2201.5
erschrocken,scared,604,-0.93,0.92,6.55,1,3.69,0.74,4.31,1.44,5.92,1.55,4.2,1.58,127,5.59,11,3,A,1,1,17.17,17.17
Schrei,scream,605,-1.6,1.17,7.6,1.43,4.42,0.69,5.06,1.71,6.9,1.19,4.89,1.76,177,20.24,6,1,S,0,0,0,0
Hai,shark,606,-0.5,0.97,7.4,1.1,3.33,1.2,4.38,2.09,6.15,1.67,6.67,0.5,108,8.15,3,1,S,5,4,344.17,477.67
krank,sick,607,-2,0.94,5.8,1.15,3.37,1.26,3.56,1.28,5.35,1.75,4.78,1.48,922,122.01,5,1,A,3,0,16.17,17.5
Schädel,skull,608,-0.79,0.8,5.4,2.09,2.69,0.88,5.19,1.59,5.75,1.13,5.95,1.47,273,24.69,7,2,S,1,0,0,0
Schlange,snake,609,-0.93,1.64,5.85,1.76,3.31,1.05,3.69,2.01,5.65,1.72,6.15,1.35,561,29.84,8,2,S,1,0,5.17,5.17
Spinne,spider,610,-0.85,1.46,5.3,1.75,3.58,1.35,5.38,2.02,5.28,1.65,6.09,0.97,40,7.72,6,2,S,1,0,2.33,2.33
ausgehungert,starving,611,-1.87,0.99,5.7,2.23,3.38,1.17,4.19,1.82,5.2,1.89,4.05,1.5,18,0.47,12,4,A,0,0,0,0
Chirurgie,surgery,612,-0.13,1.2,6.5,1.1,3.5,0.99,3.88,1.79,5.68,1.67,4.6,1.79,111,4.29,9,3,S,0,0,0,0
Panzer,tank,613,-2.2,0.63,6.6,1.64,4.24,1.03,4,2.3,6.65,1.46,6.44,0.88,536,15.39,6,2,S,1,0,0.17,0.17
Terrorist,terrorist,614,-2,1.31,7.95,1.19,4.38,0.75,3.75,2.2,5.9,2.8,5.14,1.42,122,9.61,9,3,S,0,0,0,0
Müll,trash,615,-1.2,0.94,5.25,1.86,2.88,1.28,4.69,1.26,5.85,1.49,5.65,1.27,792,26.46,4,1,S,3,0,2.33,2.67
Trauma,trauma,616,-2.05,0.83,7.35,0.93,4.41,0.8,3.06,1.48,6.58,1.48,2.32,1.39,201,3.82,6,2,S,0,0,0,0
Harn,urine,617,-0.93,1.21,4.55,2.11,2.73,0.96,5.19,1.32,4.48,1.41,4.55,2.14,6,0.08,4,1,S,9,8,126.33,178.33
Opfer,victim,618,-2.1,1.07,6.75,1.29,3.9,0.94,4.38,2.46,3.43,2.28,3.5,1.82,6887,74.65,5,2,S,0,0,0,0
Vulkan,volcano,619,0.2,0.79,6.4,1.54,3.68,1.25,3.44,1.53,6.53,1.54,6.78,0.44,401,2.87,6,2,S,0,0,0,0
Wunden,wounds,620,-2,0.97,6.35,1.63,3.58,1.03,3.94,1.63,5.95,1.36,5.5,1.28,404,13.47,6,2,S,5,4,139,198.67
Entführung,abduction,621,-2.2,1.37,7,1.3,4.15,0.73,2.81,1.88,6.4,1.32,4.15,1.6,638,11.54,10,3,S,0,0,0,0
Abtreibung,abortion,622,-1.75,1.24,6.9,1.59,4.08,0.89,5.13,2.2,6.8,1.67,3.4,1.9,279,4.41,10,3,S,0,0,0,0
