Word,Valence_N,Valence_M,Valence_SD,Arousal_N,Arousal_M,Arousal_SD,Concreteness_N,Concreteness_M,Concreteness_SD,Length,Cluster,,,,,,
Motor,25,4.88,1.45,32,3.66,2.61,19,8.47,2.39,5,3,,,,,,
Motorrad,30,5.40,2.19,22,4.36,3.27,20,9.20,1.70,8,3,,,,,,
Motto,17,5.65,2.00,34,2.59,2.46,29,4.93,3.20,5,1,,,,,,
Mühle,33,5.94,1.64,25,1.84,2.15,18,9.00,1.64,5,3,,,,,,
Mund,21,7.14,1.62,19,5.05,2.04,26,9.62,1.24,4,3,,,,,,
Museum,23,6.35,2.42,22,3.36,2.38,22,8.55,2.22,6,3,,,,,,
Musik,22,7.82,2.36,22,6.27,2.53,21,7.29,3.07,5,4,,,,,,
Musiker,30,7.87,2.33,21,4.90,2.61,27,8.89,1.42,7,4,,,,,,
Musikinstrument,27,7.59,1.65,27,3.85,3.13,25,8.60,1.87,15,3,,,,,,
Muskel,22,6.68,2.01,31,3.94,2.45,25,8.76,1.96,6,3,,,,,,
Muster,20,5.30,1.56,27,1.74,2.31,17,6.29,2.66,6,1,,,,,,
Mut,26,7.46,2.34,22,6.18,2.77,22,5.64,3.11,3,4,,,,,,
Mutter,22,7.82,2.89,16,6.25,2.41,26,9.19,1.30,6,4,,,,,,
Mütze,36,5.92,2.30,24,1.92,2.47,20,8.65,2.43,5,3,,,,,,
Mythos,17,6.00,2.74,23,6.00,3.07,20,3.20,2.38,6,4,,,,,,
Nachbarschaft,18,6.06,2.31,24,3.00,2.70,25,6.16,2.87,13,1,,,,,,
Nachfolger,28,4.43,1.64,13,2.38,2.29,24,5.96,2.71,10,1,,,,,,
Nachricht,22,5.91,1.51,27,6.48,2.26,27,5.93,3.21,9,4,,,,,,
Nachschub,19,6.42,1.89,23,3.52,1.88,24,4.92,3.26,9,1,,,,,,
Nacht,23,6.78,2.32,21,4.67,3.38,20,8.90,1.62,5,3,,,,,,
Nachteil,19,2.26,1.76,31,4.32,2.89,17,4.53,3.14,8,2,,,,,,
Nachweis,30,4.93,2.20,29,3.34,3.10,27,4.41,2.66,8,1,,,,,,
Nadel,27,4.26,1.79,26,4.00,2.87,24,9.92,0.28,5,3,,,,,,
Nagel,19,5.00,2.03,24,2.58,2.50,17,9.12,1.83,5,3,,,,,,
Näherung,17,5.18,1.24,26,4.00,3.26,23,3.65,2.98,8,1,,,,,,
Name,15,7.07,1.53,26,2.23,2.37,25,7.48,2.60,4,3,,,,,,
Nase,31,6.16,1.27,26,2.42,2.77,21,9.95,0.22,4,3,,,,,,
Nässe,29,2.76,1.64,27,4.96,2.62,18,7.33,3.07,5,2,,,,,,
Nation,21,5.29,1.62,25,3.76,2.83,26,5.88,2.86,6,1,,,,,,
Nationalist,24,2.04,1.55,27,7.33,1.90,27,5.56,2.95,11,2,,,,,,
Natur,27,8.48,2.08,27,5.19,2.73,19,6.68,3.18,5,4,,,,,,
Naturell,23,6.74,1.89,20,2.95,2.54,22,3.91,2.29,8,1,,,,,,
Navigation,25,5.76,1.71,23,2.91,2.02,21,5.48,3.04,10,1,,,,,,
Nazi,26,1.50,3.00,19,7.58,3.59,28,7.61,2.28,4,2,,,,,,
Neffe,20,5.80,2.59,30,1.73,2.38,24,8.29,2.35,5,3,,,,,,
Neigung,32,5.41,1.36,25,3.24,3.15,22,4.77,3.18,7,1,,,,,,
Nektar,25,7.00,2.36,14,4.14,3.16,21,6.62,3.15,6,4,,,,,,
Nest,18,6.67,2.93,27,2.11,2.24,31,9.00,1.63,4,3,,,,,,
Netz,25,5.20,1.58,23,2.91,2.33,16,8.44,2.73,4,3,,,,,,
Netzwerk,40,5.45,2.30,26,3.19,2.23,17,5.94,3.40,8,1,,,,,,
Neuerung,28,5.89,2.38,26,4.85,2.57,16,2.69,2.63,8,1,,,,,,
Neurose,33,2.24,1.94,17,5.53,3.30,33,5.00,2.37,7,2,,,,,,
Neuzeit,29,6.00,1.56,26,3.62,2.82,20,3.55,2.98,7,1,,,,,,
Nichte,22,6.55,2.26,19,1.79,2.25,16,6.94,3.86,6,3,,,,,,
Nickel,23,5.00,2.34,24,1.21,1.53,23,7.09,3.30,6,3,,,,,,
Niederlage,30,2.07,2.55,29,6.07,2.79,24,6.42,2.90,10,2,,,,,,
Niere,23,4.78,2.07,19,1.63,2.14,20,8.80,1.64,5,3,,,,,,
Niete,19,1.95,1.78,20,3.60,2.14,18,5.78,2.76,5,2,,,,,,
Niveau,19,6.42,2.04,33,5.00,2.66,20,3.85,2.54,6,4,,,,,,
Nonne,34,5.50,2.06,25,2.24,2.28,20,8.65,2.58,5,3,,,,,,
Norm,30,4.40,2.19,27,3.07,2.83,18,4.11,3.79,4,1,,,,,,
Notar,31,4.42,1.67,21,3.86,2.83,24,7.96,2.27,5,3,,,,,,
Note,23,5.22,1.86,23,6.09,2.79,26,7.42,2.80,4,4,,,,,,
Notfall,28,2.71,2.71,8,7.13,2.59,35,6.11,2.99,7,2,,,,,,
Notiz,19,5.21,1.51,17,1.94,2.16,28,6.89,2.31,5,3,,,,,,
Notlage,29,2.34,2.22,32,6.84,2.13,26,5.58,2.48,7,2,,,,,,
Notwehr,22,3.55,2.79,41,7.15,2.94,24,5.33,2.63,7,2,,,,,,
Notwendigkeit,26,4.19,2.15,24,3.79,2.84,20,4.45,3.36,13,1,,,,,,
Nummer,25,4.68,1.60,22,1.64,2.22,23,7.91,2.52,6,3,,,,,,
Nuss,24,5.92,1.79,25,1.88,2.19,17,8.88,1.50,4,3,,,,,,
Nutzen,21,6.10,2.28,21,2.67,2.96,26,2.65,2.45,6,1,,,,,,
Nutzung,20,5.20,2.35,25,2.16,2.36,30,4.37,3.07,7,1,,,,,,
Obacht,24,4.96,2.18,26,4.15,2.80,23,3.96,3.07,6,1,,,,,,
Ober,34,5.74,2.08,28,1.64,2.09,21,8.52,2.96,4,3,,,,,,
Objekt,27,4.59,1.37,23,2.35,2.48,25,4.96,3.18,6,1,,,,,,
Obst,22,7.64,2.34,35,2.37,2.24,18,9.00,1.19,4,3,,,,,,
Ofen,26,6.58,2.59,20,4.00,2.60,21,7.90,2.68,4,3,,,,,,
Offenbarung,23,5.26,2.36,26,5.04,2.96,24,3.29,2.54,11,1,,,,,,
Offenheit,21,8.29,2.03,24,4.50,2.40,33,5.76,2.94,9,4,,,,,,
Öffentlichkeit,23,5.09,2.02,22,5.14,3.15,20,4.55,3.55,14,1,,,,,,
Ohr,20,5.75,1.25,27,2.70,2.89,15,9.33,2.58,3,3,,,,,,
Oma,29,7.69,2.52,17,5.82,3.57,19,8.58,2.36,3,4,,,,,,
Onkel,16,6.25,1.81,25,1.52,2.12,21,8.24,1.76,5,3,,,,,,
Opa,28,7.39,2.60,26,3.38,2.91,20,8.95,2.35,3,3,,,,,,
Oper,29,6.10,2.55,20,5.15,2.52,26,8.46,2.21,4,4,,,,,,
Operation,15,3.93,2.66,23,7.17,2.17,22,6.77,2.52,9,2,,,,,,
Opium,31,3.77,2.63,29,3.86,2.70,26,8.00,2.62,5,3,,,,,,
Opposition,19,4.89,2.08,18,4.22,2.60,21,5.24,2.98,10,1,,,,,,
Optik,24,6.29,1.88,22,3.05,2.34,21,4.33,2.94,5,1,,,,,,
Optimum,36,7.17,2.42,21,4.81,3.04,19,4.42,2.95,7,4,,,,,,
Option,24,6.50,2.28,24,3.21,2.48,28,3.82,3.38,6,1,,,,,,
Orchester,21,7.57,1.86,21,4.57,3.04,29,9.10,1.65,9,3,,,,,,
Orden,21,6.38,2.85,20,3.60,2.48,13,7.54,2.82,5,3,,,,,,
Ordnung,17,7.29,1.93,17,3.47,2.53,25,5.04,3.09,7,4,,,,,,
Organ,37,5.05,1.96,20,3.65,2.56,27,7.52,1.65,5,3,,,,,,
Organisation,28,5.61,2.08,24,3.04,2.26,17,5.47,3.39,12,1,,,,,,
Orgasmus,23,8.48,2.04,21,8.81,1.66,17,8.35,1.93,8,4,,,,,,
Orient,27,6.22,1.85,17,5.24,2.49,28,6.79,2.38,6,4,,,,,,
Orientierung,32,6.34,2.09,12,4.50,2.54,20,3.60,2.85,12,1,,,,,,
Orkan,37,3.78,2.96,23,5.87,3.25,26,8.04,2.16,5,2,,,,,,
Osten,26,4.65,2.23,24,3.46,3.23,34,6.79,2.92,5,3,,,,,,
Ozean,25,7.12,2.62,22,5.41,3.02,21,8.48,1.75,5,4,,,,,,
Paar,25,8.08,1.55,22,5.36,2.80,16,8.31,1.99,4,4,,,,,,
Päckchen,20,6.15,1.84,22,4.45,2.65,30,8.53,2.47,8,3,,,,,,
Packung,24,5.00,1.72,16,1.19,1.60,27,7.19,2.60,7,3,,,,,,
Paket,23,6.35,1.47,27,3.56,3.17,26,8.04,2.20,5,3,,,,,,
Pakt,23,4.74,2.16,22,4.64,2.68,27,5.22,2.72,4,1,,,,,,
Palast,30,6.70,2.64,29,4.03,2.51,27,8.63,2.26,6,3,,,,,,
Palette,25,5.44,1.76,15,0.80,1.01,14,7.36,2.71,7,3,,,,,,
Palme,35,7.43,2.32,21,2.86,2.43,29,8.86,2.47,5,3,,,,,,
Panik,28,1.89,2.82,24,8.08,2.47,24,6.21,3.15,5,2,,,,,,
Papier,28,6.68,1.87,22,2.73,2.66,21,8.90,1.41,6,3,,,,,,
Paprika,19,6.26,1.59,13,1.69,2.10,22,8.59,3.07,7,3,,,,,,
Paradies,21,8.14,2.37,18,4.78,2.84,23,6.09,3.00,8,4,,,,,,
Parallele,28,5.68,1.94,33,2.00,2.12,21,6.29,2.70,9,1,,,,,,
Paranoia,30,2.23,2.57,26,5.46,3.08,30,4.37,3.43,8,2,,,,,,
Park,19,7.63,2.14,26,2.58,2.61,21,8.52,1.60,4,3,,,,,,
Parkett,25,5.76,1.81,26,2.50,2.32,25,8.92,1.47,7,3,,,,,,
Parlament,30,4.73,1.87,23,3.43,3.19,25,7.56,2.55,9,3,,,,,,
Parole,36,3.11,2.24,23,5.91,2.86,29,4.97,3.03,6,2,,,,,,
Partei,25,3.56,1.83,24,4.00,2.67,20,7.10,2.77,6,2,,,,,,
Partner,26,9.00,1.41,24,6.08,2.87,17,7.59,2.09,7,4,,,,,,
Partnerschaft,39,7.41,2.51,18,6.83,2.55,26,5.96,2.92,13,4,,,,,,
Party,32,7.38,2.04,28,6.54,2.76,25,8.24,1.42,5,4,,,,,,
Pass,20,5.05,2.50,27,3.67,2.43,13,9.23,0.83,4,3,,,,,,
Passage,33,5.76,1.54,26,1.92,1.98,18,6.56,3.33,7,3,,,,,,
Passion,25,5.60,2.18,28,5.93,3.34,20,4.80,2.78,7,4,,,,,,
Paste,22,5.36,1.71,29,0.93,1.36,26,6.88,3.18,5,3,,,,,,
Pate,26,6.00,2.04,17,3.06,3.15,23,6.96,2.48,4,3,,,,,,
Patent,25,5.96,2.19,33,2.21,1.92,25,5.16,2.91,6,1,,,,,,
Pater,21,5.62,2.62,20,2.30,2.74,18,8.06,2.46,5,3,,,,,,
Patient,28,2.79,1.85,21,4.14,2.43,22,8.50,2.22,7,2,,,,,,
Patriotismus,31,3.87,2.51,18,6.89,3.18,20,4.10,3.13,12,2,,,,,,
Patrone,34,3.56,2.35,29,3.62,3.48,24,7.88,2.71,7,3,,,,,,
Pedal,31,5.48,2.14,21,1.86,2.15,13,8.31,2.29,5,3,,,,,,
Pegel,22,4.95,1.36,18,3.00,2.20,28,6.57,2.75,5,1,,,,,,
Peitsche,28,1.93,2.09,36,5.72,3.14,19,8.63,2.36,8,2,,,,,,
Pelz,27,3.63,2.34,28,3.61,3.12,27,8.37,2.39,4,3,,,,,,
Penetration,18,3.50,2.04,25,6.60,2.97,22,6.55,2.91,11,2,,,,,,
Penis,23,5.35,1.70,26,6.73,2.31,25,9.76,0.44,5,4,,,,,,
Periode,18,4.00,2.06,20,2.85,2.68,24,6.13,2.64,7,1,,,,,,
Perle,32,7.59,2.31,21,2.19,2.09,18,9.33,1.08,5,3,,,,,,
Person,26,5.73,1.37,21,3.71,2.65,26,7.96,2.69,6,3,,,,,,
Perspektive,24,5.96,1.88,29,4.86,2.91,29,4.59,3.08,11,4,,,,,,
Perücke,23,4.13,2.40,20,2.15,2.62,27,8.70,1.92,7,3,,,,,,
Petersilie,30,6.43,2.70,34,1.44,2.29,27,9.22,2.06,10,3,,,,,,
Pfad,21,6.33,1.93,21,3.38,2.31,23,6.78,2.21,4,3,,,,,,
Pfahl,26,4.12,1.40,26,2.15,2.38,20,9.00,1.41,5,3,,,,,,
Pfanne,26,5.04,1.46,29,2.45,2.67,20,9.00,2.66,6,3,,,,,,
Pfarrer,25,4.08,2.34,29,2.21,2.08,16,8.56,2.16,7,3,,,,,,
Pfeffer,20,5.90,1.62,24,4.71,2.76,17,8.82,1.74,7,3,,,,,,
Pfeife,25,4.60,2.43,33,2.36,2.23,21,8.57,1.99,6,3,,,,,,
Pfeil,16,4.38,1.67,27,4.30,3.39,28,8.54,2.60,5,3,,,,,,
Pferd,30,6.03,2.27,31,3.68,2.83,23,9.70,0.70,5,3,,,,,,
Pflanze,38,6.71,2.49,20,3.70,3.03,17,8.18,2.10,7,3,,,,,,
Pflaster,31,4.81,2.29,21,2.38,2.06,24,7.54,3.64,8,3,,,,,,
Pflaume,25,6.36,1.70,25,2.04,2.44,25,8.08,3.05,7,3,,,,,,
Pflicht,29,3.59,2.26,20,3.70,2.85,27,5.15,3.22,7,1,,,,,,
Pfütze,27,4.15,1.61,28,2.50,2.01,18,8.83,2.48,6,3,,,,,,
Phantasie,23,8.13,2.51,24,7.33,2.01,19,6.21,3.15,9,4,,,,,,
Phantom,18,4.39,2.06,22,4.45,2.91,26,5.42,2.37,7,1,,,,,,
Phase,27,4.96,1.45,24,2.96,2.87,23,3.91,2.95,5,1,,,,,,
Philosophie,24,6.88,1.78,22,3.77,2.69,27,4.07,2.80,11,1,,,,,,
Phrase,27,4.56,2.15,31,2.84,2.61,23,4.17,2.57,6,1,,,,,,
Physik,37,4.51,2.55,35,2.03,2.57,24,4.79,2.98,6,1,,,,,,
Pianist,27,7.15,2.18,17,3.94,2.66,20,8.60,2.21,7,3,,,,,,
Pille,37,4.35,2.57,21,3.62,2.54,20,8.15,2.92,5,3,,,,,,
Pilz,21,4.67,2.58,26,2.38,1.79,26,7.96,3.22,4,3,,,,,,
Pinsel,31,5.81,1.92,18,1.56,2.64,24,9.04,1.68,6,3,,,,,,
Pirat,19,4.74,2.13,20,4.35,2.94,33,8.91,2.49,5,3,,,,,,
Plakat,22,6.32,1.17,31,2.55,2.23,31,8.94,1.82,6,3,,,,,,
Plan,28,6.21,1.29,19,4.32,2.40,17,5.47,2.58,4,4,,,,,,
Planet,25,6.04,2.01,23,4.04,3.08,25,9.04,1.06,6,3,,,,,,
Planung,25,6.48,1.78,28,3.89,2.45,20,4.05,3.07,7,1,,,,,,
Platte,22,5.45,1.87,27,1.78,2.83,25,6.56,2.47,6,3,,,,,,
Platz,24,5.13,2.29,22,3.14,2.42,21,6.48,3.14,5,1,,,,,,
Po,32,6.56,1.97,20,6.95,2.56,19,8.79,1.93,2,4,,,,,,
Pol,21,5.14,2.50,30,3.13,2.80,26,6.88,2.52,3,3,,,,,,
Politik,25,4.20,2.00,23,4.78,2.73,21,4.62,3.01,7,1,,,,,,
Politiker,37,4.19,1.98,32,4.69,3.37,22,7.59,2.32,9,2,,,,,,
Polizei,24,5.17,2.58,26,6.04,2.25,32,8.63,2.20,7,4,,,,,,
Polizist,24,5.46,1.61,13,4.31,1.84,23,8.74,2.90,8,3,,,,,,
Population,30,5.20,1.81,30,2.07,1.82,15,6.20,3.19,10,1,,,,,,
Pornographie,19,3.37,2.79,34,6.09,2.52,26,8.04,1.99,12,2,,,,,,
Position,25,5.76,1.59,36,3.50,2.97,26,5.27,2.97,8,1,,,,,,
Post,29,6.03,2.56,29,3.45,2.95,34,7.94,2.00,4,3,,,,,,
Postkarte,26,6.77,2.07,17,3.12,2.91,26,9.00,2.21,9,3,,,,,,
Potential,16,6.81,2.40,27,5.04,2.74,28,3.75,3.09,9,4,,,,,,
Prädikat,20,5.35,1.98,20,2.60,2.95,16,4.31,3.24,8,1,,,,,,
Präferenz,21,6.05,1.60,20,2.60,2.26,30,3.73,3.03,9,1,,,,,,
Prämie,24,7.75,1.75,26,4.69,2.72,19,6.37,2.14,6,4,,,,,,
Präsentation,23,5.48,2.48,16,3.75,2.11,23,7.26,2.09,12,3,,,,,,
Präsident,30,3.90,2.25,18,4.44,2.96,14,6.43,3.37,9,2,,,,,,
Praxis,21,5.38,1.96,23,3.87,2.62,13,5.23,3.81,6,1,,,,,,
Predigt,18,3.50,2.36,18,3.22,2.62,22,6.50,2.74,7,1,,,,,,
Preis,30,4.83,2.07,16,4.94,2.24,17,6.94,2.95,5,2,,,,,,
Presse,31,4.68,1.45,28,4.82,2.29,15,7.40,2.90,6,2,,,,,,
Pressefreiheit,16,6.56,2.53,29,6.24,2.37,28,4.68,3.30,14,4,,,,,,
Priester,19,5.26,2.33,18,2.78,2.67,21,9.33,0.86,8,3,,,,,,
Prima,22,7.23,2.49,20,4.40,3.38,22,3.27,3.18,5,4,,,,,,
Printe,16,6.06,1.65,18,1.44,1.85,14,7.36,3.03,6,3,,,,,,
Prinz,21,6.33,2.11,29,3.52,2.63,24,7.67,2.70,5,3,,,,,,
Prinzip,30,5.60,1.50,14,3.07,2.46,25,3.24,3.31,7,1,,,,,,
Prise,28,6.39,1.55,23,2.48,2.39,27,6.63,2.80,5,3,,,,,,
Problem,22,3.23,3.05,20,5.90,2.40,16,4.13,2.73,7,2,,,,,,
Produkt,27,5.07,1.33,25,2.84,2.13,28,5.93,3.02,7,1,,,,,,
Produktion,19,5.05,2.12,17,2.59,2.50,16,5.31,2.80,10,1,,,,,,
Produktivität,24,5.96,2.29,20,3.95,2.74,20,4.20,2.19,13,1,,,,,,
Profession,26,5.85,1.97,30,4.17,2.79,15,5.40,2.87,10,1,,,,,,
Professor,21,6.05,1.66,24,3.33,2.51,23,8.43,2.33,9,3,,,,,,
Profi,24,6.04,2.58,18,3.78,3.02,23,5.61,2.76,5,1,,,,,,
Profil,24,5.46,1.86,18,3.22,2.26,15,5.87,2.17,6,1,,,,,,
Profit,29,5.48,2.41,17,5.94,2.44,26,6.65,2.87,6,4,,,,,,
Prognose,31,5.39,1.96,19,3.53,3.45,24,4.04,3.17,8,1,,,,,,
Programm,34,5.82,1.88,27,2.22,2.21,22,5.68,3.03,8,1,,,,,,
Programmierung,21,4.76,1.95,28,3.36,2.71,24,4.00,3.20,14,1,,,,,,
Projekt,18,5.44,1.62,24,3.96,3.10,27,4.37,3.31,7,1,,,,,,
Projektion,26,5.19,1.58,27,2.67,2.54,17,4.47,2.43,10,1,,,,,,
Propaganda,32,2.75,2.63,26,6.62,3.13,30,5.53,2.54,10,2,,,,,,
Propeller,16,4.81,2.01,22,1.95,2.26,26,8.62,2.43,9,3,,,,,,
Protest,37,4.95,2.21,26,6.42,2.02,29,6.72,2.36,7,2,,,,,,
Provision,30,5.67,2.43,21,2.38,2.48,28,5.64,3.27,9,1,,,,,,
Prüfung,27,3.11,1.89,25,7.84,2.62,26,7.92,2.00,7,2,,,,,,
Psychologie,23,5.87,2.77,21,5.14,2.89,19,5.53,3.01,11,4,,,,,,
Publikum,26,5.54,2.12,27,5.07,2.70,24,6.92,3.01,8,4,,,,,,
Pudding,17,7.59,2.18,21,2.67,3.06,16,8.56,2.56,7,3,,,,,,
Puffer,24,5.58,1.44,17,2.65,2.18,23,3.91,3.37,6,1,,,,,,
Pullover,25,6.08,2.10,28,1.79,2.69,22,8.59,2.48,8,3,,,,,,
Puls,31,5.87,1.96,21,5.38,3.26,16,6.81,2.71,4,4,,,,,,
Pult,19,4.11,1.45,14,2.36,2.37,19,8.63,1.71,4,3,,,,,,
Punkt,21,5.33,1.20,25,1.76,2.01,19,8.11,3.02,5,3,,,,,,
Pupille,20,4.70,1.59,18,3.06,2.60,21,9.05,1.66,7,3,,,,,,
Puppe,20,4.85,2.13,31,2.68,2.73,31,9.23,1.41,5,3,,,,,,
Pute,30,5.57,1.61,34,1.82,2.29,27,8.37,2.84,4,3,,,,,,
Pyramide,31,6.35,2.12,21,4.05,2.62,19,8.47,2.78,8,3,,,,,,
Quadrat,22,4.50,1.82,18,1.17,1.34,21,9.10,2.32,7,3,,,,,,
Qual,29,1.48,2.65,23,6.48,2.59,28,5.68,3.17,4,2,,,,,,
Qualität,21,7.76,2.19,26,4.19,2.43,37,4.68,2.93,8,4,,,,,,
Quark,23,5.91,1.35,30,1.47,1.78,23,8.48,2.66,5,3,,,,,,
Quirl,17,5.29,1.31,28,3.36,3.09,18,8.06,3.15,5,3,,,,,,
Quittung,26,4.38,1.44,31,2.23,2.35,21,7.48,2.98,8,3,,,,,,
Quote,23,3.83,1.87,24,2.88,2.61,21,4.29,3.08,5,1,,,,,,
Rache,32,3.03,2.73,29,7.79,2.60,21,5.33,2.61,5,2,,,,,,
Rad,25,6.32,1.60,23,3.26,2.77,27,8.19,2.75,3,3,,,,,,
Radio,21,6.29,2.41,23,2.48,1.83,22,9.27,1.93,5,3,,,,,,
Radius,32,4.50,1.80,24,0.88,1.15,29,7.28,2.70,6,3,,,,,,
Radler,24,5.63,2.32,24,2.96,2.84,19,7.26,2.79,6,3,,,,,,
Rahmen,25,6.00,2.04,28,1.21,1.79,25,7.24,2.26,6,3,,,,,,
Rand,20,4.70,1.66,21,2.00,2.26,25,6.44,2.75,4,1,,,,,,
Rang,21,4.62,1.53,18,3.67,2.77,21,4.19,3.46,4,1,,,,,,
Rasen,25,7.28,2.03,21,1.90,2.30,24,8.71,2.20,5,3,,,,,,
Rasse,25,3.88,2.19,40,4.90,2.96,23,5.09,3.25,5,2,,,,,,
Rast,21,6.48,2.02,17,2.65,2.40,32,5.94,2.38,4,1,,,,,,
Rat,24,7.54,1.74,22,3.73,2.64,24,4.38,3.15,3,4,,,,,,
Ration,24,3.75,2.11,24,2.42,2.47,19,6.47,2.52,6,1,,,,,,
Rätsel,26,5.92,1.98,20,5.35,2.54,23,6.17,3.01,6,4,,,,,,
Ratte,32,3.94,2.64,26,4.77,2.69,28,8.93,2.61,5,3,,,,,,
Rattengift,34,2.44,2.85,23,4.30,2.98,17,7.47,2.65,10,2,,,,,,
Räuber,32,2.69,2.62,27,5.15,2.61,20,7.70,2.36,6,2,,,,,,
Raubtier,17,4.82,1.98,27,5.33,2.77,24,7.71,2.60,8,2,,,,,,
Raum,20,5.40,1.96,22,2.05,2.44,22,6.50,3.08,4,3,,,,,,
Räumung,39,3.44,2.37,23,4.30,2.79,32,5.84,2.96,7,2,,,,,,
Raupe,24,4.63,2.04,26,2.88,2.69,17,8.82,1.98,5,3,,,,,,
Reaktion,27,5.81,1.36,28,5.36,2.71,23,3.87,2.74,8,4,,,,,,
Reaktor,28,2.75,2.32,29,5.66,2.97,19,7.47,2.32,7,2,,,,,,
Realität,33,6.18,1.98,24,5.67,2.79,25,2.64,2.53,8,4,,,,,,
Rebellion,21,4.95,1.88,19,6.53,2.76,35,5.60,2.56,9,2,,,,,,
Rechnung,25,3.24,2.31,16,3.69,2.36,17,8.29,1.76,8,3,,,,,,
Recht,28,6.64,2.23,20,5.15,2.91,18,5.00,3.61,5,4,,,,,,
Rechteck,33,5.55,1.23,12,0.58,0.79,19,8.47,2.12,8,3,,,,,,
Rechtsstaat,22,4.77,2.47,24,5.54,2.54,23,4.35,3.24,11,2,,,,,,
Redakteur,26,5.42,1.90,24,2.46,1.67,22,7.23,2.22,9,3,,,,,,
Rede,20,5.40,1.19,26,4.08,2.67,16,6.38,2.96,4,1,,,,,,
Redner,28,4.71,1.74,20,3.75,2.53,22,7.77,2.35,6,3,,,,,,
Reduktion,29,3.24,1.84,24,1.58,1.91,17,3.06,2.90,9,1,,,,,,
Referat,21,3.81,1.63,28,4.54,3.16,18,6.06,2.69,7,2,,,,,,
Reform,22,5.27,2.03,31,4.94,2.48,15,4.47,2.36,6,1,,,,,,
Regal,25,5.80,1.80,26,0.96,1.40,27,8.70,2.54,5,3,,,,,,
Regel,24,5.21,1.59,11,3.18,2.14,16,4.25,2.21,5,1,,,,,,
Regelung,28,4.71,1.88,29,2.62,2.43,17,3.65,2.32,8,1,,,,,,
Regenbogen,14,8.00,2.08,23,3.30,2.91,21,9.29,1.55,10,3,,,,,,
Regenschirm,32,5.94,2.15,25,1.64,2.10,23,8.78,2.80,11,3,,,,,,
Regie,21,5.48,2.20,29,3.48,2.23,24,5.58,2.93,5,1,,,,,,
Regierung,24,4.58,1.59,21,3.81,3.11,25,6.20,2.55,9,1,,,,,,
Regime,25,2.72,1.97,19,5.37,3.27,24,5.00,2.86,6,2,,,,,,
Region,29,5.66,1.29,19,2.37,2.11,27,5.85,2.85,6,1,,,,,,
Regung,25,6.60,2.02,30,4.60,2.79,22,4.45,2.44,6,4,,,,,,
Reich,25,6.20,2.38,24,4.71,2.39,29,4.90,2.57,5,4,,,,,,
Reigen,23,5.22,2.52,17,2.88,2.87,14,4.79,3.24,6,1,,,,,,
Reihenfolge,26,5.31,1.78,25,2.32,2.01,25,5.72,3.67,11,1,,,,,,
Reim,28,6.54,2.08,25,2.68,2.06,23,6.52,3.06,4,3,,,,,,
Reinigung,24,5.75,2.29,23,1.91,2.39,27,5.81,2.53,9,1,,,,,,
Reinlichkeit,29,6.07,2.33,38,3.84,2.64,16,7.00,2.31,12,3,,,,,,
Reiter,25,5.72,1.84,21,2.95,2.64,20,8.85,1.90,6,3,,,,,,
Rekord,28,6.75,2.63,17,5.82,2.24,18,7.44,2.50,6,4,,,,,,
Relation,30,5.33,1.60,27,3.22,2.79,23,2.91,3.07,8,1,,,,,,
Religion,19,3.84,2.59,21,4.19,3.19,24,4.83,2.91,8,1,,,,,,
Rendite,29,4.45,2.53,15,3.60,2.80,30,4.10,3.50,7,1,,,,,,
Rennen,18,5.17,1.72,16,5.31,3.34,19,8.53,2.17,6,3,,,,,,
Rente,30,4.60,2.31,20,2.70,2.36,32,6.97,2.52,5,3,,,,,,
Reparatur,33,4.85,2.45,36,2.78,2.26,19,6.95,2.57,9,3,,,,,,
Reporter,27,5.30,1.64,28,3.07,2.40,15,8.13,2.47,8,3,,,,,,
Reptil,20,4.95,1.79,30,3.87,3.17,17,8.53,1.50,6,3,,,,,,
Republik,20,5.25,2.10,24,3.63,2.73,27,4.78,3.24,8,1,,,,,,
Reservation,21,4.00,1.92,15,3.07,2.89,20,3.75,2.36,11,1,,,,,,
Reserve,30,5.63,2.04,20,2.70,3.01,24,3.75,2.69,7,1,,,,,,
Resignation,24,3.21,2.93,25,4.20,3.29,30,4.23,3.04,11,2,,,,,,
Ressource,26,5.96,1.89,25,2.88,2.65,14,3.86,3.23,9,1,,,,,,
Rest,26,4.08,1.55,24,1.63,1.64,16,5.50,3.10,4,1,,,,,,
Restaurant,37,7.27,1.81,24,4.71,2.79,20,8.95,1.90,10,4,,,,,,
Resultat,41,5.88,2.10,26,4.12,2.64,24,6.29,3.07,8,4,,,,,,
Revision,29,4.03,1.52,26,3.08,2.31,12,4.67,3.34,8,1,,,,,,
Revolution,32,5.31,2.01,23,6.57,2.92,23,5.48,2.63,10,4,,,,,,
Revolver,35,3.46,3.18,28,5.54,2.46,18,8.56,3.01,8,2,,,,,,
Rezept,15,5.87,1.92,17,2.76,2.44,18,6.56,2.48,6,3,,,,,,
Richter,25,5.48,2.37,24,4.08,2.78,18,8.44,1.85,7,3,,,,,,
Richtigkeit,27,7.15,2.18,19,3.95,2.12,22,4.41,3.61,11,4,,,,,,
Richtlinie,26,5.69,2.20,24,3.42,3.31,18,5.00,2.97,10,1,,,,,,
Richtung,29,5.69,1.63,18,2.17,2.60,21,6.57,2.84,8,3,,,,,,
